record_id,equipment_id,equipment_type,location,visit_date,defect_description,true_defect_label,cluster,defect_cluster_name,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,quality_score,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence
WO-00711,EQ-0040,Gearbox,Plant A - Line 1,2023-08-12,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,47.0,3.3,0.4,Oil filter + 5L oil,0.676,0.86,0.51,0.51,0.9
WO-00712,EQ-0045,Heat Exchanger,Utilities Block,2023-01-05,"Unbalance detected on rotating assembly, vibration 3.7 mm/s 1X component. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",vibration,3,Overheating,Medium,140.0,9.5,0.1,Impeller,0.554,0.72,0.42,0.55,0.55
WO-00713,EQ-0022,Heat Exchanger,Plant A - Line 2,2023-01-25,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,131.0,7.8,0.9,Impeller,0.576,0.4,0.47,0.9,0.55
WO-00714,EQ-0046,Electric Motor,Plant B - Line 3,2022-05-29,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,12.3,5.4,O-ring set,0.548,0.55,0.46,0.7,0.49
WO-00715,EQ-0012,Conveyor Belt,Warehouse C,2022-07-07,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,161.0,6.0,0.8,Impeller,0.7,0.59,0.79,0.8,0.58
WO-00716,EQ-0036,Gearbox,Plant A - Line 1,2023-07-04,"Bearing vibration amplitude 7.5 mm/s RMS, trending upward over last 25 days",bearing_wear,3,Overheating,Medium,24.0,3.1,2.0,Oil filter + 5L oil,0.812,0.81,0.88,0.94,0.55
WO-00717,EQ-0036,Gearbox,Plant A - Line 1,2022-04-01,"Compressor discharge temperature 108°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,,2.2,0.1,O-ring set,0.544,0.36,0.58,0.53,0.74
WO-00718,EQ-0047,Air Compressor,Utilities Block,2022-02-10,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,7,Cluster 7,Low,31.0,4.0,5.8,Coupling insert,0.572,0.49,0.51,0.86,0.41
WO-00719,EQ-0005,Electric Motor,Utilities Block,2022-09-12,"Lubricant contamination detected, water content 27% above limit",lubrication,6,Corrosion & Erosion,Low,,12.0,17.9,Contactor 3RT2,0.678,0.72,0.77,0.5,0.71
WO-00720,EQ-0050,Electric Motor,Plant A - Line 2,2023-08-19,"Surface corrosion on pipe flanges, pitting depth approx 0.71mm",corrosion,10,Cluster 10,Low,,15.1,13.1,Bearing 6205-2RS,0.695,0.57,0.73,0.87,0.58
WO-00721,EQ-0006,Gearbox,Warehouse C,2022-05-02,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,,11.7,4.3,Mechanical seal kit,0.678,0.95,0.71,0.54,0.46
WO-00722,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-09-02,"Misalignment between motor and gearbox shaft, 10.0 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,106.0,1.0,0.5,Oil filter + 5L oil,0.692,0.5,0.93,0.64,0.64
WO-00723,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-06-10,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,74.0,15.5,3.5,O-ring set,0.638,0.32,0.61,0.94,0.7
WO-00724,EQ-0045,Heat Exchanger,Utilities Block,2022-12-21,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, grease discolouration and hardening noted around bearing cap",seal_leak,9,Cluster 9,Medium,74.0,10.8,14.5,Bearing 6205-2RS,0.578,0.34,0.76,0.61,0.56
WO-00725,EQ-0027,Gearbox,Warehouse C,2023-03-14,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,23.0,2.4,2.4,Capacitor 40µF,0.672,0.8,0.41,0.87,0.66
WO-00726,EQ-0021,Gearbox,Plant B - Line 3,2022-01-26,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,23.0,5.7,0.1,Contactor 3RT2,0.762,0.97,0.59,0.92,0.56
WO-00727,EQ-0023,Cooling Tower,Warehouse C,2023-03-29,"Structural resonance observed at 750 RPM, bolts found loose on baseplate. Additionally, impeller damage suspected, broadband vibration increase 8.2 mm/s",vibration,3,Overheating,Medium,70.0,12.7,5.6,Mechanical seal kit,0.744,0.76,0.75,0.82,0.62
WO-00728,EQ-0003,Cooling Tower,Plant A - Line 1,2023-01-23,"Motor winding temperature reached 116°C, thermal protection triggered",overheating,2,Mechanical Seal Leak,High,29.0,2.8,1.4,Oil filter + 5L oil,0.69,0.72,0.85,0.58,0.55
WO-00729,EQ-0012,Conveyor Belt,Warehouse C,2023-03-06,"Bearing play exceeding tolerance, axial movement of 1.76mm observed. Additionally, mechanical seal leaking at shaft interface, fluid loss approx 91 ml/hr",bearing_wear,1,Vibration & Imbalance,Medium,104.0,6.8,8.8,Coupling insert,0.842,0.89,0.89,1.0,0.51
WO-00730,EQ-0011,Cooling Tower,Plant A - Line 1,2022-09-03,"Rust deposits blocking strainer, pressure differential 24 PSI across filter",corrosion,4,Lubrication Issue,Low,26.0,11.6,11.2,None - monitoring,0.562,0.34,0.44,0.58,1.0
WO-00731,EQ-0013,Electric Motor,Plant B - Line 1,2022-04-12,"Bearing play exceeding tolerance, axial movement of 2.09mm observed",bearing_wear,11,Cluster 11,Medium,120.0,12.3,10.2,Mechanical seal kit,0.818,0.92,0.85,0.94,0.49
WO-00732,EQ-0023,Cooling Tower,Warehouse C,2022-12-15,"VFD fault code F2 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,136.0,3.1,0.6,O-ring set,0.788,0.69,0.81,0.92,0.71
WO-00733,EQ-0001,Air Compressor,Plant A - Line 1,2022-05-13,"Impeller damage suspected, broadband vibration increase 2.9 mm/s",vibration,3,Overheating,Medium,,11.0,14.5,None - monitoring,0.571,0.48,0.69,0.56,0.52
WO-00734,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-02-02,"Surface corrosion on pipe flanges, pitting depth approx 2.21mm",corrosion,10,Cluster 10,Low,167.0,4.5,5.9,O-ring set,0.648,0.45,0.64,0.59,0.98
WO-00737,EQ-0028,Air Compressor,Utilities Block,2023-02-18,"Impeller damage suspected, broadband vibration increase 7.1 mm/s",vibration,3,Overheating,Medium,,4.3,4.3,Coupling insert,0.592,0.46,0.73,0.55,0.6
WO-00738,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-04-24,"Oil analysis shows high iron content 332 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,20.0,14.5,19.7,Mechanical seal kit,0.686,0.39,0.76,0.88,0.7
WO-00739,EQ-0007,Heat Exchanger,Utilities Block,2023-01-14,"Dynamic seal failure suspected, pressure drop of 34% noted in system",seal_leak,7,Cluster 7,Medium,,7.1,4.9,Bearing 6205-2RS,0.567,0.55,0.66,0.51,0.52
WO-00740,EQ-0033,Centrifugal Pump,Warehouse C,2022-07-10,"Heat exchanger fouling reducing efficiency, outlet temp 89°C above setpoint",overheating,8,Cluster 8,High,,5.1,0.6,Capacitor 40µF,0.804,0.89,0.82,0.84,0.63
WO-00741,EQ-0011,Cooling Tower,Plant A - Line 1,2023-01-02,"Misalignment between motor and gearbox shaft, 8.3 mm/s 2X vibration. Additionally, belt tension incorrect causing vibration and premature wear",vibration,0,Bearing Wear & Noise,Medium,,3.9,3.1,Impeller,0.668,0.73,0.64,0.84,0.42
WO-00742,EQ-0017,Electric Motor,Plant A - Line 2,2022-05-29,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,148.0,7.0,0.9,Impeller,0.544,0.6,0.55,0.5,0.52
WO-00743,EQ-0042,Electric Motor,Plant A - Line 1,2022-09-23,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,47.0,7.9,10.2,Impeller,0.67,0.81,0.51,0.85,0.51
WO-00744,EQ-0042,Electric Motor,Plant A - Line 1,2022-07-03,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, contactor pitting observed, intermittent contact causing voltage dips",bearing_wear,5,Electrical Fault,Medium,47.0,12.1,18.1,Capacitor 40µF,0.717,0.31,1.0,0.95,0.51
WO-00745,EQ-0026,Cooling Tower,Warehouse C,2022-02-03,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,51.0,3.7,2.3,O-ring set,0.67,0.48,0.57,0.79,0.91
WO-00746,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-09-20,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,,9.0,1.5,Contactor 3RT2,0.644,0.82,0.53,0.73,0.49
WO-00747,EQ-0049,Cooling Tower,Utilities Block,2023-03-06,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,166.0,5.6,1.4,Capacitor 40µF,0.658,0.75,0.61,0.6,0.69
WO-00748,EQ-0040,Gearbox,Plant A - Line 1,2022-09-23,"VFD fault code F47 logged, overcurrent on deceleration. Additionally, metal particles found in oil sample, bearing degradation confirmed",electrical_fault,11,Cluster 11,High,9.0,9.6,2.5,Coupling insert,0.749,0.97,0.55,0.59,0.97
WO-00749,EQ-0016,Air Compressor,Warehouse C,2022-02-04,"Motor winding temperature reached 74°C, thermal protection triggered",overheating,2,Mechanical Seal Leak,High,104.0,9.5,11.6,Oil filter + 5L oil,0.678,0.79,0.52,0.6,0.87
WO-00750,EQ-0013,Electric Motor,Plant B - Line 1,2022-02-27,"Oil analysis shows high iron content 380 ppm, internal wear indicated. Additionally, oil analysis shows high iron content 364 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,63.0,15.5,9.3,Impeller,0.628,0.62,0.75,0.64,0.44
WO-00751,EQ-0001,Air Compressor,Plant A - Line 1,2022-04-13,"Compressor discharge temperature 114°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,60.0,11.7,2.2,Oil filter + 5L oil,0.693,0.63,0.49,0.93,0.78
WO-00752,EQ-0026,Cooling Tower,Warehouse C,2022-05-21,"Mechanical seal leaking at shaft interface, fluid loss approx 35 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,49.0,3.1,0.5,Contactor 3RT2,0.685,0.9,0.61,0.66,0.56
WO-00753,EQ-0047,Air Compressor,Utilities Block,2023-08-28,"Surface corrosion on pipe flanges, pitting depth approx 1.64mm. Additionally, corrosion under insulation (cui) suspected on horizontal pipe section",corrosion,10,Cluster 10,Low,2.0,5.2,4.2,Bearing 6205-2RS,0.716,0.6,0.78,0.91,0.52
WO-00754,EQ-0014,Cooling Tower,Plant B - Line 1,2022-10-09,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,134.0,5.7,4.3,Capacitor 40µF,0.826,0.67,0.9,0.77,0.98
WO-00755,EQ-0021,Gearbox,Plant B - Line 3,2023-10-15,"Earth leakage current 41.2mA detected, isolation check required",electrical_fault,5,Electrical Fault,High,,11.9,1.4,None - monitoring,0.524,0.42,0.5,0.59,0.61
WO-00756,EQ-0049,Cooling Tower,Utilities Block,2022-04-03,"Bearing temperature elevated to 87°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,3.1,0.8,Mechanical seal kit,0.721,0.5,0.74,0.8,0.87
WO-00757,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-07-01,"Motor winding resistance out of tolerance, possible turn-to-turn short. Additionally, bearing play exceeding tolerance, axial movement of 0.78mm observed",electrical_fault,11,Cluster 11,High,77.0,13.5,1.9,Contactor 3RT2,0.588,0.57,0.4,0.52,0.98
WO-00758,EQ-0034,Air Compressor,Plant B - Line 1,2022-12-29,"Bearing play exceeding tolerance, axial movement of 0.19mm observed",bearing_wear,11,Cluster 11,Medium,147.0,5.5,3.8,Oil filter + 5L oil,0.626,0.6,0.67,0.71,0.49
WO-00759,EQ-0015,Conveyor Belt,Plant B - Line 1,2022-10-22,"Phase imbalance detected, current draw 21% higher on L2",electrical_fault,5,Electrical Fault,High,51.0,7.6,5.3,Capacitor 40µF,0.836,0.55,0.97,0.95,0.85
WO-00760,EQ-0028,Air Compressor,Utilities Block,2023-05-22,"Lubricant contamination detected, water content 22% above limit",lubrication,6,Corrosion & Erosion,Low,,9.3,2.4,Bearing 6205-2RS,0.67,0.92,0.57,0.61,0.58
WO-00761,EQ-0050,Electric Motor,Plant A - Line 2,2023-07-03,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,58.0,6.4,7.3,Capacitor 40µF,0.632,0.7,0.57,0.73,0.52
WO-00762,EQ-0028,Air Compressor,Utilities Block,2022-10-13,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,0,Bearing Wear & Noise,High,152.0,9.9,12.4,Contactor 3RT2,0.588,0.63,0.45,0.84,0.43
WO-00763,EQ-0032,Electric Motor,Plant A - Line 2,2023-10-30,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,,5.9,3.7,Impeller,0.724,0.39,0.93,0.88,0.64
WO-00764,EQ-0005,Electric Motor,Utilities Block,2022-12-09,"Heat exchanger fouling reducing efficiency, outlet temp 109°C above setpoint",overheating,8,Cluster 8,High,117.0,10.6,13.3,Bearing 6205-2RS,0.651,0.5,0.54,0.71,0.93
WO-00765,EQ-0003,Cooling Tower,Plant A - Line 1,2023-12-19,"Mechanical seal leaking at shaft interface, fluid loss approx 156 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,14.5,11.9,O-ring set,0.771,0.81,0.65,0.94,0.69
WO-00766,EQ-0037,Gearbox,Warehouse C,2023-08-10,"Impeller damage suspected, broadband vibration increase 14.3 mm/s",vibration,3,Overheating,Medium,78.0,11.0,2.8,Capacitor 40µF,0.814,0.83,0.99,0.51,0.91
WO-00767,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-03-30,"Mechanical seal leaking at shaft interface, fluid loss approx 40 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,101.0,3.7,4.7,None - monitoring,0.865,0.83,0.75,0.98,0.94
WO-00768,EQ-0001,Air Compressor,Plant A - Line 1,2022-07-28,"Impeller damage suspected, broadband vibration increase 14.3 mm/s",vibration,3,Overheating,Medium,,4.1,0.6,Capacitor 40µF,0.722,0.6,0.9,0.81,0.5
WO-00769,EQ-0038,Cooling Tower,Plant A - Line 2,2023-08-03,"Mechanical seal leaking at shaft interface, fluid loss approx 65 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,7.0,0.3,O-ring set,0.56,0.34,0.6,0.77,0.51
WO-00770,EQ-0024,Heat Exchanger,Warehouse C,2022-02-23,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, chemical attack on pump impeller, material loss estimated 29%",seal_leak,2,Mechanical Seal Leak,Medium,167.0,13.7,18.1,O-ring set,0.687,0.93,0.79,0.55,0.4
WO-00771,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-03-09,"Surface corrosion on pipe flanges, pitting depth approx 0.23mm",corrosion,10,Cluster 10,Low,103.0,2.8,0.7,Capacitor 40µF,0.66,0.42,0.92,0.65,0.58
WO-00772,EQ-0034,Air Compressor,Plant B - Line 1,2022-09-03,"Mechanical seal leaking at shaft interface, fluid loss approx 134 ml/hr. Additionally, earth leakage current 34.4ma detected, isolation check required",seal_leak,1,Vibration & Imbalance,Medium,,7.6,7.2,None - monitoring,0.662,0.44,0.94,0.63,0.56
WO-00773,EQ-0021,Gearbox,Plant B - Line 3,2023-12-23,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced. Additionally, hydraulic fluid leak at cylinder rod seal, 28 ml/hr estimated loss",corrosion,8,Cluster 8,Low,157.0,6.3,7.2,O-ring set,0.677,0.94,0.58,0.69,0.48
WO-00774,EQ-0049,Cooling Tower,Utilities Block,2023-02-14,"Oil analysis shows high iron content 192 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,,4.7,6.2,Capacitor 40µF,0.632,0.4,0.61,0.86,0.67
WO-00775,EQ-0032,Electric Motor,Plant A - Line 2,2023-08-23,"Dynamic seal failure suspected, pressure drop of 13% noted in system",seal_leak,7,Cluster 7,Medium,96.0,9.5,8.1,O-ring set,0.536,0.39,0.43,0.63,0.76
WO-00776,EQ-0025,Centrifugal Pump,Plant A - Line 1,2023-09-08,"Bearing play exceeding tolerance, axial movement of 1.59mm observed",bearing_wear,11,Cluster 11,Medium,,2.9,4.0,Capacitor 40µF,0.628,0.47,0.59,0.78,0.69
WO-00778,EQ-0005,Electric Motor,Utilities Block,2022-01-18,"Mechanical seal leaking at shaft interface, fluid loss approx 42 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,148.0,8.2,1.9,Impeller,0.673,0.39,0.75,0.77,0.79
WO-00779,EQ-0043,Air Compressor,Plant A - Line 1,2022-02-01,"Cooling fan obstructed by debris, motor surface temperature 112°C",overheating,2,Mechanical Seal Leak,High,125.0,15.9,10.2,Oil filter + 5L oil,0.736,0.69,0.77,0.56,0.96
WO-00780,EQ-0050,Electric Motor,Plant A - Line 2,2023-06-23,"Impeller damage suspected, broadband vibration increase 15.7 mm/s",vibration,3,Overheating,Medium,86.0,15.7,3.6,Bearing 6205-2RS,0.666,0.52,0.88,0.65,0.55
WO-00781,EQ-0046,Electric Motor,Plant B - Line 3,2022-12-25,"Bearing temperature elevated to 69°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,108.0,1.8,1.6,Bearing 6205-2RS,0.663,0.4,0.6,0.81,0.9
WO-00782,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-10-05,"VFD fault code F40 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,7.0,7.4,10.6,O-ring set,0.716,0.84,0.59,0.53,0.98
WO-00783,EQ-0001,Air Compressor,Plant A - Line 1,2022-06-20,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,,9.7,1.1,None - monitoring,0.56,0.43,0.55,0.8,0.44
WO-00784,EQ-0023,Cooling Tower,Warehouse C,2022-05-01,"Misalignment between motor and gearbox shaft, 3.3 mm/s 2X vibration. Additionally, excessive vibration on pump casing, amplitude 9.6 mm/s at 3000 rpm",vibration,9,Cluster 9,Medium,5.0,15.9,5.9,O-ring set,0.602,0.42,0.88,0.51,0.53
WO-00785,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-01-13,"Cooling fan obstructed by debris, motor surface temperature 114°C",overheating,2,Mechanical Seal Leak,High,83.0,2.9,3.0,None - monitoring,0.707,0.5,0.66,0.8,0.92
WO-00786,EQ-0047,Air Compressor,Utilities Block,2023-09-12,"Hydraulic fluid leak at cylinder rod seal, 159 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,11.0,9.7,0.6,Mechanical seal kit,0.818,0.68,0.83,0.85,0.93
WO-00787,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-09-04,"Oil level low in gearbox sight glass, top-up of 2.0L required",lubrication,2,Mechanical Seal Leak,Low,31.0,2.2,2.2,Oil filter + 5L oil,0.824,1.0,0.88,0.84,0.5
WO-00788,EQ-0002,Heat Exchanger,Utilities Block,2023-10-18,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,,1.7,1.9,None - monitoring,0.838,0.82,0.89,0.79,0.84
WO-00789,EQ-0037,Gearbox,Warehouse C,2022-02-23,"O-ring compression set failure, intermittent leak under high pressure. Additionally, excessive vibration on pump casing, amplitude 2.3 mm/s at 1500 rpm",seal_leak,7,Cluster 7,Medium,11.0,6.6,2.4,Coupling insert,0.66,0.33,0.84,0.94,0.45
WO-00790,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-01-24,"Gearbox oil temperature 65°C, possible cooler blockage",overheating,2,Mechanical Seal Leak,High,,5.8,6.0,Coupling insert,0.773,0.7,0.82,0.68,0.91
WO-00791,EQ-0037,Gearbox,Warehouse C,2023-10-08,"Unbalance detected on rotating assembly, vibration 12.0 mm/s 1X component",vibration,3,Overheating,Medium,36.0,1.2,0.5,Oil filter + 5L oil,0.728,0.79,0.96,0.61,0.45
WO-00792,EQ-0036,Gearbox,Plant A - Line 1,2022-06-21,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,11,Cluster 11,Medium,176.0,6.3,1.2,Impeller,0.611,0.34,0.82,0.69,0.54
WO-00793,EQ-0027,Gearbox,Warehouse C,2022-03-06,"Bearing play exceeding tolerance, axial movement of 0.43mm observed",bearing_wear,11,Cluster 11,Medium,94.0,0.9,0.5,Bearing 6205-2RS,0.659,0.35,0.54,0.86,0.97
WO-00794,EQ-0028,Air Compressor,Utilities Block,2022-09-29,"Excessive vibration on pump casing, amplitude 7.5 mm/s at 1450 RPM",vibration,9,Cluster 9,Medium,97.0,15.5,17.0,Contactor 3RT2,0.77,0.37,0.89,0.85,0.99
WO-00795,EQ-0030,Gearbox,Plant A - Line 1,2023-02-02,"Misalignment between motor and gearbox shaft, 11.2 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,,9.1,2.7,Impeller,0.688,0.48,0.8,0.73,0.73
WO-00796,EQ-0001,Air Compressor,Plant A - Line 1,2023-07-29,"Overheating on drive-end bearing, infrared scan shows hot spot at 68°C. Additionally, overheating on drive-end bearing, infrared scan shows hot spot at 96°c",overheating,11,Cluster 11,High,,5.5,6.3,Impeller,0.734,0.56,0.92,0.83,0.55
WO-00797,EQ-0029,Conveyor Belt,Plant A - Line 1,2023-09-15,"Unbalance detected on rotating assembly, vibration 4.6 mm/s 1X component. Additionally, cavitation noise and vibration in pump, inlet pressure below npsh",vibration,4,Lubrication Issue,Medium,173.0,8.0,9.8,Coupling insert,0.732,0.89,0.81,0.56,0.63
WO-00798,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-02-04,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, grease nipple blocked, bearing running dry for estimated 11 days",seal_leak,2,Mechanical Seal Leak,Medium,,6.7,3.0,Bearing 6205-2RS,0.712,0.95,0.67,0.6,0.62
WO-00799,EQ-0016,Air Compressor,Warehouse C,2023-03-17,"Motor winding temperature reached 86°C, thermal protection triggered. Additionally, misalignment between motor and gearbox shaft, 15.9 mm/s 2x vibration",overheating,2,Mechanical Seal Leak,High,,0.7,0.0,Contactor 3RT2,0.807,0.86,0.8,0.68,0.91
WO-00800,EQ-0026,Cooling Tower,Warehouse C,2023-12-17,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,,11.0,12.4,Oil filter + 5L oil,0.738,0.89,0.76,0.54,0.76
